Route Name,Route Link,Bus Name,Bus Type,Departing Time,Duration,Reaching Time,Star Rating,Price,Seats Available
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Lavish Travels,A/C Seater / Sleeper (2+2),16:35,08h 40m,01:15,3.2,557.0,"28 Seats available
13 Window"
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,DS Hari Travels,A/C Seater / Sleeper (2+2),21:30,07h 50m,05:20,"2.4
35",500.0,"34 Seats available
17 Window"
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,DS Hari Travels,A/C Sleeper (2+2),21:45,07h 50m,05:35,"2.5
28",500.0,"44 Seats available
22 Window"
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,SPEED BUS,Bharat Benz A/C Seater / Sleeper (2+2),19:30,06h 30m,02:00,"1.6
5",499.0,52 Seats available
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Gola Bus Service,VE A/C Seater / Sleeper (2+1),20:20,07h 30m,03:50,4.4,399.0,"20 Seats available
11 Window"
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Shiv Mohan Travels,AC Sleeper (2+1),18:30,09h 00m,03:30,4.3,1174.0,36 Seats available
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,DS Hari Travels,A/C Seater / Sleeper (2+2),21:30,07h 05m,04:35,2.4,499.0,"47 Seats available
23 Window"
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Shub Yatra Holidays,A/C Sleeper (2+2),21:15,08h 00m,05:15,2.1,1249.0,"16 Seats available
4 Window"
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),14:30,08h 10m,22:40,3.9,449.0,36 Seats available
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),14:30,07h 40m,22:10,3.6,449.0,36 Seats available
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),21:30,08h 15m,05:45,3.6,699.0,"24 Seats available
12 Window"
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),14:30,07h 30m,22:00,3.6,449.0,36 Seats available
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Travel Point,A/C Seater / Sleeper (2+2),18:30,07h 45m,02:15,3.5,880.0,"50 Seats available
26 Window"
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Apex Bus Travels,A/C Seater / Sleeper (2+2),20:45,04h 45m,01:30,2.8,799.0,"40 Seats available
20 Window"
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Apex Bus Travels,A/C Seater / Sleeper (2+2),20:00,05h 15m,01:15,2.8,999.0,"40 Seats available
20 Window"
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Northern Travels,Bharat Benz A/C Sleeper (2+1),23:00,07h 00m,06:00,2.7,600.0,"2 Seats available
1 Window"
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Big Bus,A/C Seater / Sleeper (2+2),23:00,06h 30m,05:30,2.5,1045.0,"32 Seats available
16 Window"
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Big Bus,A/C Seater / Sleeper (2+2),18:30,06h 30m,01:00,2.5,1045.0,"28 Seats available
14 Window"
Jammu (j and k) to Chandigarh,https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Big Bus,A/C Seater / Sleeper (2+2),21:00,06h 30m,03:30,2.5,1054.0,"34 Seats available
17 Window"
Chandigarh to Hisar (Haryana),https://www.redbus.in/bus-tickets/chandigarh-to-hisar-haryana,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:00,04h 20m,00:20,"3.5
9",555.0,"37 Seats available
3 Single"
Chandigarh to Hisar (Haryana),https://www.redbus.in/bus-tickets/chandigarh-to-hisar-haryana,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),17:50,04h 35m,22:25,"2.2
17",555.0,"38 Seats available
8 Single"
Chandigarh to Hisar (Haryana),https://www.redbus.in/bus-tickets/chandigarh-to-hisar-haryana,Jai Balaji Bus Service,AC Seater (2+2),16:50,04h 40m,21:30,"4.0
5",440.0,"49 Seats available
24 Window"
Chandigarh to Hisar (Haryana),https://www.redbus.in/bus-tickets/chandigarh-to-hisar-haryana,Rathore Sonal Travels,A/C Seater/Sleeper (2+1),18:00,06h 00m,00:00,2.4,740.0,"28 Seats available
4 Single"
Chandigarh to Kathgodam,https://www.redbus.in/bus-tickets/chandigarh-to-kathgodam,Chandigarh Transport Undertaking (CTU) - 165946,HVAC Seater (2+3),19:10,12h 30m,07:40,"3.5
14",950.48,"47 Seats available
18 Window"
Chandigarh to Kathgodam,https://www.redbus.in/bus-tickets/chandigarh-to-kathgodam,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Sleeper (2+2),22:30,08h 30m,07:00,3.7,899.0,"32 Seats available
15 Window"
Chandigarh to Kathgodam,https://www.redbus.in/bus-tickets/chandigarh-to-kathgodam,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30,09h 40m,09:10,3.5,739.0,"19 Seats available
7 Window"
Chandigarh to Kathgodam,https://www.redbus.in/bus-tickets/chandigarh-to-kathgodam,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:30,10h 50m,08:20,3.5,879.0,"28 Seats available
4 Single"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,HRTC - 1211,Ordinary 3+2 Non AC Seater,15:20,06h 40m,22:00,3.9,304.0,"37 Seats available
12 Window"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,HRTC - 1212,A/C Executive (2+3),16:00,05h 58m,21:58,"3.2
8",383.0,"42 Seats available
14 Window"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,HRTC - 1234,Ordinary 3+2 Non AC Seater,16:45,07h 10m,23:55,3.9,304.0,"37 Seats available
12 Window"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,HRTC - 1215,Ordinary 3+2 Non AC Seater,17:00,06h 05m,23:05,3.9,304.0,"37 Seats available
12 Window"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,HRTC - 1217,Ordinary 3+2 Non AC Seater,17:30,05h 45m,23:15,3.9,309.0,"37 Seats available
12 Window"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,HRTC - 1232,Ordinary 3+2 Non AC Seater,17:30,09h 00m,02:30,3.9,401.0,"37 Seats available
12 Window"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,HRTC - 1233,Himsuta AC Seater Volvo/Scania 2+2,18:00,05h 25m,23:25,3.9,874.0,"34 Seats available
14 Window"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,HRTC - 1219,Ordinary 3+2 Non AC Seater,18:30,05h 55m,00:25,3.9,309.0,"37 Seats available
12 Window"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,HRTC - 1345,Ordinary 3+2 Non AC Seater,18:40,05h 30m,00:10,3.9,304.0,"37 Seats available
12 Window"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,HRTC - 1220,Ordinary 3+2 Non AC Seater,19:00,06h 00m,01:00,3.9,309.0,"37 Seats available
12 Window"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,HRTC - 1223,Ordinary 3+2 Non AC Seater,20:00,05h 30m,01:30,3.9,319.0,"37 Seats available
12 Window"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,HRTC - 1224,Ordinary 3+2 Non AC Seater,20:15,07h 00m,03:15,3.9,391.0,"27 Seats available
8 Window"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,HRTC - 1228,Ordinary 3+2 Non AC Seater,20:30,06h 45m,03:15,3.9,309.0,"37 Seats available
12 Window"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,HRTC - 1214,Himsuta AC Seater Volvo/Scania 2+2,21:00,06h 00m,03:00,3.9,929.0,"35 Seats available
15 Window"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165963,HVAC Seater (2+3),19:50,05h 50m,01:40,"4.2
24",438.9,"47 Seats available
18 Window"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,Laxmi holidays,VE A/C Semi Sleeper (2+2),17:00,06h 50m,23:50,"5.0
12",664.0,"32 Seats available
13 Window"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:30,05h 20m,22:50,"4.7
49",632.0,"36 Seats available
2 Single"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),18:20,05h 10m,23:30,"3.9
19",750.0,"22 Seats available
6 Single"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,City Land Travels,A/C Seater/Sleeper (2+1),20:00,04h 20m,00:20,"4.1
26",673.0,"35 Seats available
10 Single"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+1),22:10,03h 50m,02:00,3.1,886.0,"44 Seats available
6 Single"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+1),22:10,04h 43m,02:53,3.1,886.0,"40 Seats available
6 Single"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:00,04h 30m,03:30,3.5,739.0,"25 Seats available
1 Single"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:00,03h 30m,02:30,3.5,647.0,"30 Seats available
1 Single"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),23:30,04h 00m,03:30,3.7,799.0,"26 Seats available
4 Single"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,Shree Mahaveer Travels Jaipur,A/C Seater/Sleeper (2+1),23:58,05h 32m,05:30,"3.4
29",999.0,"36 Seats available
5 Single"
Haridwar to Chandigarh,https://www.redbus.in/bus-tickets/haridwar-to-chandigarh,Zimindara Travels,AC Sleeper (2+1),17:10,05h 20m,22:30,"2.9
9",599.0,"35 Seats available
12 Single"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),20:00,08h 50m,04:50,"4.1
80",684.0,26 Seats available
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),19:30,08h 50m,04:20,"4.5
53",665.0,"33 Seats available
3 Single"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,09h 10m,03:40,"5.0
18",855.0,"17 Seats available
1 Single"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),16:00,09h 30m,01:30,"4.3
32",527.0,"8 Seats available
3 Single"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:00,09h 00m,02:00,"4.5
22",770.0,"21 Seats available
10 Window"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Laxmi holidays,VE A/C Seater / Sleeper (2+1),20:30,08h 40m,05:10,"3.6
49",514.0,"28 Seats available
5 Single"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),16:30,09h 30m,02:00,"4.5
15",700.0,16 Seats available
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:15,09h 05m,04:20,"4.7
6",497.0,24 Seats available
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),18:30,09h 00m,03:30,"4.1
11",550.0,21 Seats available
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,City Land Travels,A/C Seater/Sleeper (2+1),19:00,09h 15m,04:15,"2.7
13",799.0,"27 Seats available
12 Single"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Travel Point,A/C Seater / Sleeper (2+2),14:30,09h 00m,23:30,"1.6
13",528.0,"42 Seats available
21 Window"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),19:00,08h 55m,03:55,"1.8
5",800.0,"25 Seats available
5 Single"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Moon Light Travels Katra,A/C Seater / Sleeper (2+2),20:00,08h 40m,04:40,3.9,764.0,"4 Seats available
3 Window"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Awadh Travels,A/C Sleeper (2+2),18:55,09h 05m,04:00,3.8,934.0,"41 Seats available
16 Window"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,SPEED BUS,Bharat Benz A/C Seater / Sleeper (2+2),18:00,08h 00m,02:00,"4.8
8",499.0,52 Seats available
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Lavish Travels,A/C Seater / Sleeper (2+2),14:40,10h 35m,01:15,3.2,557.0,"28 Seats available
13 Window"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),19:30,09h 00m,04:30,"2.7
13",684.0,15 Seats available
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),15:00,10h 15m,01:15,"2.3
12",648.0,"38 Seats available
5 Single"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),20:30,09h 00m,05:30,4.5,550.0,32 Seats available
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Gola Bus Service,VE A/C Seater / Sleeper (2+1),18:40,09h 10m,03:50,4.4,399.0,"20 Seats available
11 Window"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Shiv Mohan Travels,AC Sleeper (2+1),18:30,09h 45m,04:15,4.3,809.0,36 Seats available
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Shiv Mohan Travels,AC Sleeper (2+1),17:00,10h 30m,03:30,4.3,1093.0,36 Seats available
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Shiv Mohan Travels,AC Sleeper (2+1),18:30,09h 45m,04:15,4.3,643.0,36 Seats available
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Shub Yatra Holidays,A/C Sleeper (2+2),19:00,10h 15m,05:15,2.1,1249.0,"16 Seats available
4 Window"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,SPEED BUS,A/C Volvo B11R Multi-Axle Sleeper (2+1),20:00,09h 15m,05:15,3.7,3400.0,36 Seats available
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Travel Point,A/C Seater / Sleeper (2+2),17:15,09h 00m,02:15,3.5,880.0,"50 Seats available
26 Window"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Apex Bus Travels,A/C Seater / Sleeper (2+2),16:00,09h 15m,01:15,2.8,999.0,"40 Seats available
20 Window"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Big Bus,A/C Seater / Sleeper (2+2),20:30,09h 00m,05:30,2.5,1045.0,"32 Seats available
16 Window"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Big Bus,A/C Seater / Sleeper (2+2),18:30,09h 00m,03:30,2.5,1054.0,"34 Seats available
17 Window"
Katra (jammu and kashmir) to Chandigarh,https://www.redbus.in/bus-tickets/katra-to-chandigarh,Big Bus,A/C Seater / Sleeper (2+2),16:00,09h 00m,01:00,2.5,1045.0,"28 Seats available
14 Window"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,HRTC - 1105,Ordinary 3+2 Non AC Seater,15:45,09h 25m,01:10,3.9,480.0,"36 Seats available
11 Window"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,HRTC - 1158,Himsuta AC Seater Volvo/Scania 2+2,16:30,07h 35m,00:05,3.9,858.0,"32 Seats available
13 Window"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,HRTC - 1101,Ordinary 3+2 Non AC Seater,17:00,08h 05m,01:05,3.9,474.0,"35 Seats available
10 Window"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,HRTC - 1134,Himmani Deluxe 2+2 Non AC Seater,17:00,07h 40m,00:40,"4.0
4",538.0,"25 Seats available
5 Single"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,HRTC - 622,Ordinary 3+2 Non AC Seater,17:20,09h 10m,02:30,3.9,526.0,"37 Seats available
12 Window"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,HRTC - 1103,A/C Executive (2+3),20:00,07h 00m,03:00,"3.7
9",518.0,"42 Seats available
14 Window"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,HRTC - 1116,A/C Executive (2+3),20:50,07h 15m,04:05,"3.9
9",548.0,"34 Seats available
11 Window"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165826,HVAC Seater (2+3),18:40,09h 00m,03:40,"4.8
19",592.39,"47 Seats available
18 Window"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),17:30,07h 45m,01:15,"4.7
46",712.0,"11 Seats available
5 Window"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),18:15,07h 30m,01:45,"4.5
13",630.0,"3 Seats available
2 Window"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),18:30,07h 20m,01:50,"4.6
51",569.0,8 Seats available
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:30,06h 40m,01:10,"4.7
22",710.0,"8 Seats available
2 Window"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),18:50,07h 15m,02:05,"4.8
4",700.0,"8 Seats available
2 Window"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),19:00,06h 30m,01:30,"4.7
5",660.0,"6 Seats available
2 Window"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),19:30,07h 40m,03:10,4.5,749.0,"24 Seats available
8 Window"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:00,07h 20m,03:20,"4.2
38",664.0,"21 Seats available
7 Window"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),20:30,06h 00m,02:30,4.1,647.0,"8 Seats available
2 Window"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Northern Travels,Volvo A/C Semi Sleeper (2+2),18:00,07h 00m,01:00,"2.8
6",675.0,"5 Seats available
1 Window"
Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Kartar Travels Private Limited,Scania Multi-Axle AC Semi Sleeper (2+2),20:00,06h 45m,02:45,2.7,1899.0,49 Seats available
Narnaul to Chandigarh,https://www.redbus.in/bus-tickets/narnaul-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165855,HVAC Seater (2+3),17:00,06h 00m,23:00,"4.1
25",533.34,"45 Seats available
17 Window"
Narnaul to Chandigarh,https://www.redbus.in/bus-tickets/narnaul-to-chandigarh,Hari Das Tour &Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,06h 05m,04:20,"2.8
19",699.0,17 Seats available
Chandigarh to Jawala Ji,https://www.redbus.in/bus-tickets/chandigarh-to-jawala-ji,HRTC - 1514,Ordinary 3+2 Non AC Seater,16:00,05h 45m,21:45,3.9,318.0,"37 Seats available
12 Window"
Chandigarh to Jawala Ji,https://www.redbus.in/bus-tickets/chandigarh-to-jawala-ji,HRTC - 1285,Ordinary 3+2 Non AC Seater,18:40,05h 20m,00:00,3.9,303.0,"37 Seats available
12 Window"
Chandigarh to Jawala Ji,https://www.redbus.in/bus-tickets/chandigarh-to-jawala-ji,HRTC - 573,Ordinary 3+2 Non AC Seater,19:40,04h 35m,00:15,3.9,318.0,"37 Seats available
12 Window"
Chandigarh to Jawala Ji,https://www.redbus.in/bus-tickets/chandigarh-to-jawala-ji,Asian's Shina Tour & Travels (Swoyambhu Manjushree Yatayat P. LTD),NON A/C Semi Sleeper (2+2),23:55,05h 05m,05:00,2.4,999.0,"29 Seats available
14 Window"
Jammu (j and k) to Srinagar,https://www.redbus.in/bus-tickets/jammu-to-srinagar,New Pal Travels,NON A/C Seater / Sleeper (2+2),21:15,10h 00m,07:15,"1.4
43",799.0,"36 Seats available
18 Window"
Jammu (j and k) to Srinagar,https://www.redbus.in/bus-tickets/jammu-to-srinagar,Harikesh Tour N Travels,NON A/C Seater / Sleeper (2+2),20:30,09h 30m,06:00,"1.0
10",649.0,44 Seats available
Jammu (j and k) to Srinagar,https://www.redbus.in/bus-tickets/jammu-to-srinagar,North Kashmir Tour and Travels,NON A/C Sleeper (2+2),16:30,10h 00m,02:30,"1.0
4",699.0,"40 Seats available
20 Window"
Jammu (j and k) to Srinagar,https://www.redbus.in/bus-tickets/jammu-to-srinagar,Jamna Travels-Jammu,Non AC Seater (2+2),21:30,10h 30m,08:00,2.4,549.0,"28 Seats available
14 Window"
Jammu (j and k) to Srinagar,https://www.redbus.in/bus-tickets/jammu-to-srinagar,North Kashmir Tour and Travels,NON A/C Sleeper (2+2),17:15,10h 00m,03:15,1.0,699.0,"40 Seats available
20 Window"
Delhi to Srinagar,https://www.redbus.in/bus-tickets/delhi-to-srinagar,JKRTC - 172597,Volvo AC Seater (2+2),13:00,24h 00m,13:00,"4.8
20",2568.58,"33 Seats available
16 Window"
Delhi to Srinagar,https://www.redbus.in/bus-tickets/delhi-to-srinagar,RAO TRAVELS INDIA PVT LTD.,Mercedes Benz A/C (2+2),16:00,19h 30m,11:30,2.3,3000.0,47 Seats available
Srinagar to Jammu (j and k),https://www.redbus.in/bus-tickets/srinagar-to-jammu,Jamna Travels-Jammu,Non AC Seater (2+2),19:00,11h 45m,06:45,"2.3
44",649.0,"32 Seats available
16 Window"
Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar,JKRTC - 169767,NON A/C Seater (2+3),17:30,12h 00m,05:30,"2.5
8",763.0,"42 Seats available
16 Window"
Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:50,12h 40m,09:30,"4.5
118",660.0,"36 Seats available
4 Single"
Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar,City Land Travels,A/C Seater/Sleeper (2+1),20:30,12h 30m,09:00,"3.6
62",799.0,"27 Seats available
12 Single"
Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),20:00,12h 55m,08:55,"3.8
33",800.0,"25 Seats available
5 Single"
Jammu (j and k) to Haridwar,https://www.redbus.in/bus-tickets/jammu-to-haridwar,Zimindara Travels,AC Sleeper (2+1),15:00,13h 30m,04:30,"4.5
15",1149.0,"15 Seats available
2 Single"
Jammu (j and k) to Delhi,https://www.redbus.in/bus-tickets/jammu-to-delhi,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:10,13h 10m,09:20,"4.6
638",612.0,30 Seats available
Jammu (j and k) to Delhi,https://www.redbus.in/bus-tickets/jammu-to-delhi,Gola Bus Service,A/C Seater/Sleeper (2+1),20:20,11h 30m,07:50,"4.9
251",399.0,"28 Seats available
2 Single"
Jammu (j and k) to Delhi,https://www.redbus.in/bus-tickets/jammu-to-delhi,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:15,11h 45m,08:00,"4.4
529",950.0,"24 Seats available
8 Single"
